"X_id","latest_count_id","latest_count_type","latest_count_date_start","latest_count_date_end","latest_count_duration","location_name","longitude","latitude","centreline_id","avg_daily_vol","avg_weekday_daily_vol","avg_weekend_daily_vol","avg_wkdy_am_peak_start","avg_wkdy_am_peak_vol","avg_wkdy_pm_peak_start","avg_wkdy_pm_peak_vol","avg_speed","avg_85th_percentile_speed","avg_95th_percentile_speed","avg_heavy_pct"
10973,1254579,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Rd: near St Clair Ave W",-79.41126,43.684845,13499379,7345.3,7345.3,NA,"08:00:00",628.7,"17:45:00",496.7,NA,NA,NA,NA
10974,1254573,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Rd: near Sir Winston Churchill Park Trl",-79.41036,43.6828,30040107,8935.3,8935.3,NA,"09:15:00",644.3,"17:30:00",792.7,NA,NA,NA,NA
10975,1254561,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Kendal Ave: Bridgman Ave - Walmer Rd",-79.410095,43.676165,7994616,12350.3,12350.3,NA,"08:15:00",782.7,"17:45:00",1132.7,NA,NA,NA,NA
10976,1254555,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Walmer Rd: Davenport Rd - Austin Ter",-79.4106394582672,43.6775405914946,1140907,14834.7,14834.7,NA,"08:15:00",1259.7,"17:45:00",1211.3,NA,NA,NA,NA
10977,1254543,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Macpherson Ave: Spadina Rd - Ln W Spadina N Macpherson",-79.40779,43.6758,14046387,11036.7,11036.7,NA,"08:30:00",744.3,"17:45:00",1028,NA,NA,NA,NA
10978,1254531,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Rd: Macpherson Ave - Davenport Rd",-79.407785,43.676645,1141094,6608.7,6608.7,NA,"08:15:00",739.7,"16:30:00",465,NA,NA,NA,NA
10979,1254525,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Rd",-79.40736,43.67556,30068224,8629,8629,NA,"08:15:00",543,"16:00:00",819,NA,NA,NA,NA
10980,1254519,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Rd: near Dupont St",-79.4072,43.67515,7986278,6776.7,6776.7,NA,"08:30:00",851.3,"18:00:00",410.7,NA,NA,NA,NA
10981,1254501,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Rd: Kendal Ave - Bernard Ave",-79.405665,43.671245,7974330,9910,9910,NA,"08:15:00",444.7,"17:15:00",920.3,NA,NA,NA,NA
10982,1254475,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Washington Ave - Bloor St W",-79.40347,43.66609,8418213,11145.3,11145.3,NA,"08:15:00",495.3,"17:15:00",1004.7,NA,NA,NA,NA
10983,1254459,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Glen Morris St - Sussex Ave",-79.40257,43.664245,1143217,10548,10548,NA,"08:45:00",460.3,"17:15:00",921,NA,NA,NA,NA
10984,1254453,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Harbord St - Glen Morris St",-79.40226,43.66345,2821086,10324.7,10324.7,NA,"08:30:00",909.3,"17:45:00",589,NA,NA,NA,NA
10985,1254447,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Classic Ave - Harbord St",-79.4019340064257,43.6626203686273,1143508,10154.3,10154.3,NA,"08:45:00",461.7,"17:15:00",905.7,NA,NA,NA,NA
10986,1254441,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Spadina Cres - Willcocks St",-79.401219340397,43.6608352672177,14661238,11648.7,11648.7,NA,"09:15:00",564.7,"17:15:00",1114,NA,NA,NA,NA
10987,1254435,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Willcocks St - Classic Ave",-79.401585,43.661745,1143623,10738.3,10738.3,NA,"08:45:00",967.7,"14:00:00",555.7,NA,NA,NA,NA
10988,1254423,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: College St - Ln N College E Spadina",-79.4000484228339,43.657948514946,14673508,24680.3,24680.3,NA,"08:45:00",1564,"17:30:00",1616,NA,NA,NA,NA
10989,1254417,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Baldwin St - Nassau St",-79.399065,43.655495,10512735,11522.3,11522.3,NA,"09:15:00",575.7,"17:30:00",833.3,NA,NA,NA,NA
10990,1254411,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Nassau St - Cecil St",-79.39925,43.655975,10513444,11058.3,11058.3,NA,"08:45:00",778.7,"18:45:00",612.7,NA,NA,NA,NA
10991,1254405,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: D'Arcy St - St Andrew St",-79.398525,43.654145,1144803,11191.7,11191.7,NA,"09:15:00",585.3,"17:30:00",765,NA,NA,NA,NA
10992,1254399,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: St Andrew St - Baldwin St",-79.398725,43.65465,10906331,10982.7,10982.7,NA,"08:45:00",773,"14:00:00",615,NA,NA,NA,NA
10993,1254393,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Willison Sq - Dundas St W",-79.39791,43.652595,1145067,13975.7,13975.7,NA,"09:15:00",729.3,"17:45:00",997.7,NA,NA,NA,NA
10994,1254331,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Dundas St W - D'Arcy St",-79.398235,43.653415,1144964,10886,10886,NA,"08:45:00",745.7,"14:00:00",619,NA,NA,NA,NA
10995,1254319,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Phoebe St - Sullivan St",-79.39705,43.65047,10494196,14570.3,14570.3,NA,"09:15:00",820,"17:30:00",1011,NA,NA,NA,NA
10996,1254309,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Sullivan St - Grange Ave",-79.39741,43.651345,30139456,12357,12357,NA,"08:45:00",792,"14:15:00",769,NA,NA,NA,NA
10997,1254233,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Ln S Queen W Spadina - Queen St W",-79.39629,43.64855,14035998,15260.3,15260.3,NA,"09:00:00",991.3,"17:15:00",1003,NA,NA,NA,NA
10998,1254227,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Queen St W - Bulwer St",-79.396505,43.64909,8033769,12611.3,12611.3,NA,"08:45:00",801.3,"14:00:00",785,NA,NA,NA,NA
10999,1253912,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Camden St - Richmond St W",-79.39588,43.647595,7930769,17659,17659,NA,"08:45:00",1320.3,"14:00:00",1049,NA,NA,NA,NA
11000,1253906,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Wellington St W - Clarence Square Park Trl",-79.3945365456669,43.644283324695,30064113,34471.7,34471.7,NA,"09:00:00",2197.3,"14:00:00",2070.3,NA,NA,NA,NA
11001,1253900,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Richmond St W - Lot Street Lane",-79.396085,43.64807,14035996,14395,14395,NA,"08:45:00",871.3,"14:00:00",962.3,NA,NA,NA,NA
11002,1253888,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Adelaide St W - Camden St",-79.39568,43.64706,7930670,16012.7,16012.7,NA,"08:45:00",935,"14:30:00",1071.3,NA,NA,NA,NA
11003,1253882,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Ln 1 S King E Spadina - King St W",-79.39495,43.64527,14025469,21218,21218,NA,"08:45:00",1639,"16:45:00",1239.3,NA,NA,NA,NA
11004,1253864,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Front St W - Clarence Sq",-79.393928856542,43.6427389912486,14673213,34386.3,34386.3,NA,"08:45:00",2329.3,"14:00:00",2061.3,NA,NA,NA,NA
11005,1253852,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Spadina Ave: Fort York Blvd - Blue Jays Way",-79.39317,43.64095,1146853,47896,47896,NA,"08:45:00",3110,"14:00:00",2819.3,NA,NA,NA,NA
11006,1253848,"ATR_VOLUME","2009-09-29","2009-09-30",48,"Gardiner W Spadina Ramp: Southern Linear Park Trl - Spadina Ave",-79.3925,43.639535,30154179,45889.5,45889.5,NA,"08:15:00",2647,"17:45:00",3026,NA,NA,NA,NA
11007,1253830,"ATR_VOLUME","2009-09-29","2009-10-01",72,"Lower Spadina Ave: Queens Quay W - Spadina Ave",-79.392065,43.63807,7929920,5442,5442,NA,"08:30:00",366.3,"18:15:00",419,NA,NA,NA,NA
11008,1141613,"ATR_SPEED_VOLUME","2009-09-23","2009-09-23",24,"Forest Manor Rd: George Henry Blvd - Parkway Forest Dr",-79.3442263097539,43.77447586488,8754642,3958,3958,NA,"08:00:00",378,"17:00:00",401,34.9,42.9,47.7,NA
11009,1141581,"ATR_SPEED_VOLUME","2009-09-23","2009-09-23",24,"Delhi Ave: Northmount Ave - Westgate Blvd",-79.43062,43.740405,8985476,671,671,NA,"08:00:00",71,"17:15:00",64,38.9,47,49.7,NA
11010,1149003,"ATR_SPEED_VOLUME","2009-09-23","2009-09-23",24,"Bickerton Cres: Taverly Rd - Van Horne Ave",-79.3315712656495,43.7906470923663,437016,286,286,NA,"08:15:00",19,"14:45:00",33,33.3,42.6,48.4,NA
11011,1148999,"ATR_SPEED_VOLUME","2009-09-23","2009-09-23",24,"Bickerton Cres: Warfield Dr - Taverly Rd",-79.3346659926341,43.7899660018415,437014,275,275,NA,"07:45:00",21,"16:15:00",28,33.7,42.2,46.4,NA
11012,1153878,"ATR_SPEED_VOLUME","2009-09-23","2009-09-23",24,"Talbot Rd: Gaslight Crt - Blake Ave",-79.42374,43.78127,5281643,8264,8264,NA,"08:15:00",683,"17:00:00",824,46,53.2,57.7,NA
11013,1148995,"ATR_SPEED_VOLUME","2009-09-23","2009-09-23",24,"Hilda Ave: Homewood Ave - Goulding Ave",-79.42595,43.789955,437086,7593,7593,NA,"08:30:00",664,"16:30:00",705,41.3,47.7,51.5,NA
11014,1141573,"ATR_SPEED_VOLUME","2009-09-23","2009-09-23",24,"Pleasant View Dr: Brian Dr - Clipper Rd",-79.3312875670559,43.7849641024687,437381,1712,1712,NA,"08:00:00",213,"17:15:00",163,45.2,54.1,59.6,NA
11015,1202553,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Hanson St: Rhodes Ave - Thistlewood Lane",-79.3230247170022,43.6796536878178,14049566,2215.3,2215.3,NA,"08:15:00",254.3,"15:15:00",221,NA,NA,NA,NA
11016,1202529,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Hackberry St: Longspur Rd - Elswick Rd",-79.32452,43.705985,592,250.3,250.3,NA,"08:00:00",17.3,"17:00:00",24.7,NA,NA,NA,NA
11017,1202517,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Don Roadway: Commissioners St - Villiers St",-79.345695,43.649305,1145587,4362.7,4362.7,NA,"08:00:00",296.7,"14:00:00",296.3,NA,NA,NA,NA
11018,1202493,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Connaught Ave: near Eastern Ave",-79.32183,43.663725,30017146,3862.3,3862.3,NA,"08:45:00",252.7,"15:15:00",326.7,NA,NA,NA,NA
11019,1208853,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Oakwood Ave: Jesmond Ave - Jesmond Ave",-79.43958,43.68967,8163,8151.7,8151.7,NA,"08:30:00",502,"17:15:00",560.3,NA,NA,NA,NA
11020,1205529,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Clendenan Ave: Ravina Gardens Trl - Rowland St",-79.4711614326208,43.6596443262077,30092402,1369.7,1369.7,NA,"08:30:00",201,"15:15:00",125.3,NA,NA,NA,NA
11021,1205541,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Colborne Lodge Dr: near Lake Shore Blvd W",-79.459055,43.6383,1147136,5378.3,5378.3,NA,"08:15:00",480.3,"17:15:00",445.7,NA,NA,NA,NA
11022,1202613,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Parkview Hill Cres: Alder Rd - Hackberry St",-79.3257183370214,43.7052464468081,8896527,464,464,NA,"08:15:00",34,"16:15:00",38.7,NA,NA,NA,NA
11023,1202595,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Park Rd: Bloor St E - Asquith Ave",-79.38442,43.6713,1141947,3194,3194,NA,"07:45:00",193,"15:45:00",195,NA,NA,NA,NA
11024,1202589,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Old Park Rd: Old Forest Hill Rd - Ridge Hill Dr",-79.43188,43.701915,1138716,3187,3187,NA,"08:30:00",341.3,"15:45:00",296.7,NA,NA,NA,NA
11025,1202565,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Manor Rd E: Boyton Rd - Belcourt Rd",-79.3819491660823,43.7056507599242,30075985,2443,2443,NA,"08:15:00",254,"16:00:00",224.7,NA,NA,NA,NA
11026,1202625,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Parkview Hill Cres: Elswick Rd - Longspur Rd",-79.3238772196938,43.7044561584609,3897559,1254.3,1254.3,NA,"08:00:00",97.7,"16:30:00",97.3,NA,NA,NA,NA
11027,1202649,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Sheppard St: Adelaide St W - Temperance St",-79.382265,43.649945,7929484,3476.3,3476.3,NA,"08:30:00",258,"16:30:00",276,NA,NA,NA,NA
11028,1202673,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Symington Ave: Wallace Ave - Antler St",-79.449925,43.66261,1143729,6855,6855,NA,"08:15:00",546,"17:45:00",642.3,NA,NA,NA,NA
11029,1202703,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Woodbine Heights Blvd: Hackberry St - Parkview Hill Cres",-79.32197,43.70737,551,392.3,392.3,NA,"08:30:00",35.7,"17:30:00",35.7,NA,NA,NA,NA
11030,1202475,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Collier St: Church St - Ln W Park Rd N Collier",-79.3856653295897,43.672457076137,14021105,3692.7,3692.7,NA,"08:45:00",237.7,"15:15:00",331,NA,NA,NA,NA
11031,1202451,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Augusta Ave: Richmond St W - Ln S Queen E Augusta",-79.39944,43.647515,1145975,1982.3,1982.3,NA,"08:15:00",118.3,"17:00:00",188,NA,NA,NA,NA
11032,1202439,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Asquith Ave: Yonge St - Sherlock Holmes Walk",-79.386505,43.67143,30076863,2331.3,2331.3,NA,"09:00:00",157.7,"15:00:00",156,NA,NA,NA,NA
11033,1202285,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Wyndcliff Cres: Teak Ave - Knighton Dr",-79.3164264659093,43.7378345113636,442662,1462.3,1462.3,NA,"08:15:00",200.7,"16:45:00",120.7,NA,NA,NA,NA
11034,1202227,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Sunrise Ave: near Hobson Ave",-79.3093892201583,43.7178414660383,8609174,4423,4423,NA,"07:45:00",345.7,"16:30:00",397,NA,NA,NA,NA
11035,1202215,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Sunrise Ave: Victoria Park Ave - O'Connor Dr",-79.30253,43.719355,444763,5179.3,5179.3,NA,"08:00:00",358,"16:30:00",472,NA,NA,NA,NA
11036,1186886,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Knollwood St: Medalist Rd - Fifeshire Rd",-79.3914002526237,43.7530938989505,4330138,2668.7,2668.7,NA,"08:15:00",528.3,"15:15:00",284.7,NA,NA,NA,NA
11037,1186862,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Fifeshire Rd: Bayview Ave - Knollwood St",-79.388116150998,43.7541003094012,440777,1757.7,1757.7,NA,"08:15:00",229.7,"15:00:00",178.3,NA,NA,NA,NA
11038,1186850,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Fife Rd: Bayview Ave - Berkindale Dr",-79.3848424068784,43.7549278319003,440589,1425,1425,NA,"08:15:00",217.7,"15:00:00",144,NA,NA,NA,NA
11039,1186814,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Fenn Ave: Danville Dr - Balding Crt",-79.393755394813,43.7520954981475,441013,1265,1265,NA,"08:15:00",168,"15:15:00",123.3,NA,NA,NA,NA
11040,1184449,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Broadway Ave: Beaufield Ave - Sutherland Dr",-79.36888,43.71558,190,5193,5193,NA,"08:00:00",496.7,"17:15:00",536.7,NA,NA,NA,NA
11041,1184437,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Banbury Rd: Heathcote Ave - Junewood Cres",-79.3711709103187,43.7554687363584,440529,2571,2571,NA,"08:30:00",490.7,"15:30:00",320.3,NA,NA,NA,NA
11042,1183315,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Denton Ave: August Ave - Byng Ave",-79.28132,43.694555,112915,3133.3,3133.3,NA,"07:30:00",252.3,"16:45:00",281.7,NA,NA,NA,NA
11043,1205729,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Old Dundas St: Humber Hill Ave - Varsity Rd",-79.5018088807675,43.6644942935681,9379,2966.3,2966.3,NA,"08:00:00",245,"18:00:00",240.3,NA,NA,NA,NA
11044,1205741,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Old Mill Trl: Bloor St W - Home Smith Park Rd",-79.4954870880909,43.6504115842995,911228,3565,3565,NA,"08:45:00",305.7,"18:00:00",269.7,NA,NA,NA,NA
11045,1206169,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Beth Nealson Dr: near Pat Moore Dr",-79.3447302618727,43.70957419204,426,5087.7,5087.7,NA,"08:15:00",326.7,"16:45:00",458,NA,NA,NA,NA
11046,1208835,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Oakwood Ave: Rogers Rd - Hanson Rd",-79.4390730652135,43.688056483307,8593793,8772.7,8772.7,NA,"08:30:00",557.3,"17:15:00",634.7,NA,NA,NA,NA
11047,1208847,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Oakwood Ave: Vaughan Rd - Belvidere Ave",-79.44088,43.692735,2302332,9249.3,9249.3,NA,"08:15:00",652,"17:30:00",611.3,NA,NA,NA,NA
11048,1208859,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Oakwood Ave: Eleanor Ave - Vaughan Rd",-79.44074,43.692455,10706173,8642.7,8642.7,NA,"08:00:00",552.7,"15:45:00",549.7,NA,NA,NA,NA
11049,1208865,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Oakwood Ave: Reggae Lane - Eglinton Ave W",-79.4427,43.697115,20039583,21125.3,21125.3,NA,"08:15:00",1335.7,"17:15:00",1359.3,NA,NA,NA,NA
11050,1208877,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Oakwood Ave: Ln S St Clair E Oakwood - St Clair Ave W",-79.435815,43.679335,14003540,7578.7,7578.7,NA,"08:00:00",422,"15:15:00",530.3,NA,NA,NA,NA
11051,1208883,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Oakwood Ave: Davenport Rd - Ln N Davenport E Oakwood",-79.433825,43.674585,14003627,14681.3,14681.3,NA,"08:15:00",967.3,"17:15:00",1004,NA,NA,NA,NA
11052,1208895,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Victor Jara Lane - Davenport Rd",-79.430875,43.67453,14004017,11910.3,11910.3,NA,"08:15:00",886.7,"17:15:00",849.3,NA,NA,NA,NA
11053,1208913,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Salvador Allende Crt - Carus Ave",-79.430045,43.67254,30072984,6441,6441,NA,"08:30:00",400,"15:45:00",497,NA,NA,NA,NA
11054,1208919,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: near Dupont St",-79.4292,43.670505,30073901,6402.7,6402.7,NA,"08:00:00",637.3,"17:45:00",434.3,NA,NA,NA,NA
11055,1208925,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Burnfield Ave - Dupont St",-79.42885,43.669675,1142342,9708.3,9708.3,NA,"08:30:00",591.7,"16:15:00",766.3,NA,NA,NA,NA
11056,1208931,"ATR_VOLUME","2009-09-22","2009-09-22",24,"Ossington Ave: Ln S Hallam E Ossington - Hallam St",-79.42809,43.66779,14012239,10033,10033,NA,"08:30:00",561,"16:00:00",926,NA,NA,NA,NA
11057,1208933,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Hallam St - Yarmouth Rd",-79.428285,43.66828,1142554,7314.7,7314.7,NA,"08:15:00",649,"17:15:00",487,NA,NA,NA,NA
11058,1208939,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Ln S Bloor E Ossington - Bloor St W",-79.42555,43.66179,30078748,12117,12117,NA,"08:30:00",587,"15:45:00",1006,NA,NA,NA,NA
11059,1208945,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Bloor St W - Ln 1 Bloor E Concord",-79.42572,43.662165,14011569,8496.3,8496.3,NA,"08:30:00",837.7,"17:30:00",561.3,NA,NA,NA,NA
11060,1208951,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Ln N Dewson W Ossington - Harbord St",-79.4241,43.65798,14018399,8539.7,8539.7,NA,"08:30:00",523.7,"17:30:00",638.7,NA,NA,NA,NA
11061,1208963,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: College St - Ln N College E Ossington",-79.422755,43.654585,14018408,7883.7,7883.7,NA,"08:30:00",609.3,"17:45:00",541,NA,NA,NA,NA
11062,1208969,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Rolyat St - Dundas St W",-79.420685,43.6491,10865200,7113.3,7113.3,NA,"08:30:00",423.7,"17:30:00",503.7,NA,NA,NA,NA
11063,1208975,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Ossington Ave: Queen St W - Rebecca St",-79.419005,43.64459,7570969,12452,12452,NA,"08:30:00",763.7,"17:15:00",784,NA,NA,NA,NA
11064,1205719,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Nairn Ave: Hope St - Ln N Hope W Nairn",-79.4505,43.68131,14015499,2861.7,2861.7,NA,"08:30:00",171.3,"18:00:00",298.7,NA,NA,NA,NA
11065,1205673,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Humbercrest Blvd: Langmuir Gdns - Humbercrest Point",-79.49246,43.6591524186458,14660665,2970.7,2970.7,NA,"08:15:00",303,"17:45:00",283.3,NA,NA,NA,NA
11066,1205661,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Hope St: Ln W Day S Hope - Boon Ave",-79.44772,43.68171,14015822,1373,1373,NA,"08:15:00",117.7,"18:00:00",122,NA,NA,NA,NA
11067,1205637,"ATR_VOLUME","2009-09-22","2009-09-24",72,"Geary Ave: Salem Ave N - Bartlett Parkette Trl",-79.435885,43.670145,30069252,4856.3,4856.3,NA,"08:00:00",498,"17:00:00",473.3,NA,NA,NA,NA
11068,1205615,"ATR_VOLUME","2009-09-17","2009-09-17",24,"Garyray Dr: Signet Dr - Weston Rd",-79.544115,43.76806,5439687,1525,1525,NA,"08:15:00",137,"15:45:00",214,NA,NA,NA,NA
11069,1179555,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Sherway Gardens Rd: Gardiner X W Sherway Gardens Ramp - Sherway Gt",-79.5540625652845,43.6107902553761,14257769,7532.7,7532.7,NA,"06:30:00",857.3,"18:45:00",75,NA,NA,NA,NA
11070,1179669,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Alton Towers Crcl: near Goldhawk Park Trl",-79.2777588372685,43.824387674537,30021289,2270.3,2270.3,NA,"08:15:00",256,"18:30:00",209,NA,NA,NA,NA
11071,1181757,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Casebridge Crt: Morningside Ave - Venture Dr",-79.2015,43.809215,104126,4134.3,4134.3,NA,"08:15:00",412.7,"16:30:00",365.7,NA,NA,NA,NA
11072,1181781,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Centennial Rd: Charles Tupper Dr - Conference Blvd",-79.147855,43.78058,4907335,2910.3,2910.3,NA,"08:15:00",320.3,"17:45:00",239,NA,NA,NA,NA
11073,1181793,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Commander Blvd: McCowan Rd - North Wind Pl",-79.263101047682,43.795787505141,105556,3976.3,3976.3,NA,"08:00:00",387.3,"17:00:00",330.7,NA,NA,NA,NA
11074,1183289,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Consilium Pl: Progress Ave - Corporate Dr",-79.2509632112055,43.7781851380873,107417,8512.7,8512.7,NA,"06:30:00",704.3,"14:45:00",1405,NA,NA,NA,NA
11075,1183351,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Friendship Ave: King Arthurs Crt - Flagstone Ter",-79.133825,43.79442,105428,2573.3,2573.3,NA,"06:30:00",235.7,"16:00:00",219.3,NA,NA,NA,NA
11076,1183363,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Glendinning Ave: Gordon Baker Rd - Huntsmill Blvd",-79.3329849029947,43.8120295707531,7042131,3026.3,3026.3,NA,"08:00:00",225,"17:15:00",326,NA,NA,NA,NA
11077,1183375,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Golden Gate Crt: near Brimley Rd",-79.263525,43.77159,4333290,1869,1869,NA,"09:00:00",143,"15:30:00",175,NA,NA,NA,NA
11078,1174174,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Sherway Gardens Rd: The Queensway - Gardiner X W Sherway Gardens Ramp",-79.5520003056461,43.6140717907162,14257759,9469.3,9469.3,NA,"09:15:00",339.3,"18:45:00",965,NA,NA,NA,NA
11079,1183719,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Pharmacy Ave: Pachino Blvd - Reddins Rd",-79.3121514049023,43.7636394626644,108918,5333.3,5333.3,NA,"08:30:00",425.7,"18:00:00",430.3,NA,NA,NA,NA
11080,1183697,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Munham Gt: Kennedy Rd - Nantucket Blvd",-79.27726,43.75965,11714723,4535.7,4535.7,NA,"09:15:00",332.7,"15:45:00",393.3,NA,NA,NA,NA
11081,1183459,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Metropolitan Rd: near Warden Ave",-79.300436049359,43.7677216596397,60038751,3597.3,3597.3,NA,"08:45:00",348.7,"14:00:00",222.7,NA,NA,NA,NA
11082,1183435,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Kenhatch Blvd: Placentia Blvd - Marrakesh Dr",-79.2627382506988,43.8040057239304,2688858,1405,1405,NA,"07:45:00",177,"15:00:00",121.7,NA,NA,NA,NA
11083,1183423,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Idagrove Gt: Braymore Blvd - Sheppard Ave E",-79.1754,43.807015,104254,1843.7,1843.7,NA,"07:00:00",161.3,"17:15:00",145.3,NA,NA,NA,NA
11084,1183411,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Huntsmill Blvd: Chapeltown Cres - Glendinning Ave",-79.3315887495554,43.8118039573699,7257385,1942.7,1942.7,NA,"08:00:00",176.7,"17:30:00",170.3,NA,NA,NA,NA
11085,1183399,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Grangeway Ave: Bushby Dr - Progress Ave",-79.2504,43.775975,6341033,9256,9256,NA,"08:45:00",524.7,"14:00:00",752.7,NA,NA,NA,NA
11086,1205625,"ATR_VOLUME","2009-09-15","2009-09-17",72,"Garyray Dr: Irondale Dr - Klondike Dr",-79.54986,43.766835,10476858,4093,4093,NA,"08:15:00",324.3,"16:15:00",416.7,NA,NA,NA,NA
